sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,classification_bucket,knowledge_available,knowledge_tag_level,knowledge_tag_reason,knowledge_tag_note
SD,KNVV,RFM_PSST_EXCLUDE,Exclude from PSST Grouping Rule Determination,RFM_PSST_EXCLUDE,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=RFM_PSST_EXCLUDE; description=Exclude from PSST Grouping Rule Determination
S/4HANA,PRCD_ELEMENTS,STUNR,Step Number,STUNR,STUNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=STUNR; data_element=STUNR; description=Step Number
S/4HANA,PRCD_ELEMENTS,ZAEHK,Condition Counter,VFPRC_COND_COUNT,ZAEHK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=ZAEHK; data_element=VFPRC_COND_COUNT; description=Condition Counter
S/4HANA,PRCD_ELEMENTS,KDATU,Timestamp for Pricing,VFPRC_TIMESTAMP,TIMESTAMP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=TIMESTAMP; data_element=VFPRC_TIMESTAMP; description=Timestamp for Pricing
S/4HANA,PRCD_ELEMENTS,KSTAT,Condition is used for statistics,KSTAT,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=KSTAT; description=Condition is used for statistics
S/4HANA,PRCD_ELEMENTS,KRUEK,Condition is Relevant for Accrual (e.g. Freight),KRUEK,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=KRUEK; description=Condition is Relevant for Accrual (e.g. Freight)
S/4HANA,PRCD_ELEMENTS,KHERK,Origin of the Condition,KHERK,KHERK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KHERK; data_element=KHERK; description=Origin of the Condition
S/4HANA,PRCD_ELEMENTS,KGRPE,Group Condition,KGRPE,KGRPE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KGRPE; data_element=KGRPE; description=Group Condition
S/4HANA,PRCD_ELEMENTS,KOLNR,Access sequence - Access number,KOLNR,KOLNR_LONG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KOLNR_LONG; data_element=KOLNR; description=Access sequence - Access number
S/4HANA,PRCD_ELEMENTS,KOPOS,Sequential Number of the Condition,KOPOS_LONG,NUM03,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=NUM03; data_element=KOPOS_LONG; description=Sequential Number of the Condition
S/4HANA,PRCD_ELEMENTS,KDIFF,Rounding-Off Difference of the Condition,KDIFF,VFPRC_CURR_VALUE5,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=VFPRC_CURR_VALUE5; data_element=KDIFF; description=Rounding-Off Difference of the Condition
S/4HANA,PRCD_ELEMENTS,KSTEU,Condition Control,KSTEU,KSTEU,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KSTEU; data_element=KSTEU; description=Condition Control
S/4HANA,PRCD_ELEMENTS,KINAK,Condition is Inactive,KINAK,KINAK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KINAK; data_element=KINAK; description=Condition is Inactive
S/4HANA,PRCD_ELEMENTS,KOAID,Condition Class,KOAID,KOAID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KOAID; data_element=KOAID; description=Condition Class
S/4HANA,PRCD_ELEMENTS,ZAEKO,Condition Counter (Header),VFPRC_COND_COUNT_HEAD,ZAEHK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=ZAEHK; data_element=VFPRC_COND_COUNT_HEAD; description=Condition Counter (Header)
S/4HANA,PRCD_ELEMENTS,KDUPL,Structure Condition,KDUPL,KDUPL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KDUPL; data_element=KDUPL; description=Structure Condition
S/4HANA,PRCD_ELEMENTS,KFAKTOR1,Factor for Condition Basis (Period),KFAKTOR1,FLTP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=FLTP; data_element=KFAKTOR1; description=Factor for Condition Basis (Period)
S/4HANA,PRCD_ELEMENTS,KONWS,Scale Currency,KONWS,WAERS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=WAERS; data_element=KONWS; description=Scale Currency
S/4HANA,PRCD_ELEMENTS,KWAEH,Condition Currency (for Cumulation Fields),KWAEH,WAERS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=WAERS; data_element=KWAEH; description=Condition Currency (for Cumulation Fields)
S/4HANA,PRCD_ELEMENTS,KFKIV,Condition for Intercompany Billing,KFKIV,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=KFKIV; description=Condition for Intercompany Billing
S/4HANA,PRCD_ELEMENTS,KMPRS,Condition Changed Manually,KMPRS,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=KMPRS; description=Condition Changed Manually
S/4HANA,PRCD_ELEMENTS,KBFLAG,Bit encrypted flags in Pricing,KBFLAG,KBFLAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KBFLAG; data_element=KBFLAG; description=Bit encrypted flags in Pricing
S/4HANA,PRCD_ELEMENTS,KVARC,Condition Used for Variant Configuration,KVARC,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=KVARC; description=Condition Used for Variant Configuration
S/4HANA,PRCD_ELEMENTS,KTREL,Relevance for Account Assignment,KTREL,KTREL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KTREL; data_element=KTREL; description=Relevance for Account Assignment
S/4HANA,PRCD_ELEMENTS,MDFLG,Indicator: Matrix Maintenance,MDFLG,MDFLG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=MDFLG; data_element=MDFLG; description=Indicator: Matrix Maintenance
S/4HANA,PRCD_ELEMENTS,KAQTY,Adjusted Quantity,KAQTY,QUAN31,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=QUAN31; data_element=KAQTY; description=Adjusted Quantity
S/4HANA,PRCD_ELEMENTS,IS_ACCT_DETN_RELEVANT,Statistical and Relevant for Account Determination,IS_ACCT_DETN_RELEVANT,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=IS_ACCT_DETN_RELEVANT; description=Statistical and Relevant for Account Determination
S/4HANA,PRCD_ELEMENTS,COMMON_SUPPL_DATA,Common Supplementary Data Indicator,COMMON_SUPPL_DATA,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=COMMON_SUPPL_DATA; description=Common Supplementary Data Indicator
S/4HANA,PRCD_ELEMENTS,PRICINGSUBPROCEDURE,Subprocedure,VFPRC_PRICING_SUB_PROCEDURE,KALSM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KALSM; data_element=VFPRC_PRICING_SUB_PROCEDURE; description=Subprocedure
S/4HANA,BUT000,BU_GROUP,Business Partner Grouping,BU_GROUP,BU_GROUP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_GROUP; data_element=BU_GROUP; description=Business Partner Grouping
S/4HANA,BUT000,BU_SORT1,Search Term 1 for Business Partner,BU_SORT1,BU_SORT1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_SORT1; data_element=BU_SORT1; description=Search Term 1 for Business Partner
S/4HANA,BUT000,BU_SORT2,Search Term 2 for Business Partner,BU_SORT2,BU_SORT1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_SORT1; data_element=BU_SORT2; description=Search Term 2 for Business Partner
S/4HANA,BUT000,XDELE,Central Archiving Flag,BU_XDELE,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=BU_XDELE; description=Central Archiving Flag
S/4HANA,BUT000,XBLCK,Central Block for Business Partner,BU_XBLCK,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=BU_XBLCK; description=Central Block for Business Partner
S/4HANA,BUT000,NOT_RELEASED,Indicator: Not Released,BU_XNOT_RELEASED,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=BU_XNOT_RELEASED; description=Indicator: Not Released
S/4HANA,BUT000,NOT_LG_COMPETENT,Indicator: Not Legally Competent,BU_NOT_LEG_COMPETENT,BOOLE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BOOLE; data_element=BU_NOT_LEG_COMPETENT; description=Indicator: Not Legally Competent
S/4HANA,BUT000,PRINT_MODE,Business Partner Print Format,BU_PRINT_MODE,BU_PRINT_MODE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_PRINT_MODE; data_element=BU_PRINT_MODE; description=Business Partner Print Format
S/4HANA,BUT000,LEGAL_ENTY,BP: Legal form of organization,BU_LEGENTY,BU_LEGENTY,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_LEGENTY; data_element=BU_LEGENTY; description=BP: Legal form of organization
S/4HANA,BUT000,IND_SECTOR,Industry sector,BU_INDSECT,BU_INDSECT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_INDSECT; data_element=BU_INDSECT; description=Industry sector
S/4HANA,BUT000,LEGAL_ORG,Legal Entity of Organization,BU_LEGAL_ORG,BU_LEGAL_ORG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_LEGAL_ORG; data_element=BU_LEGAL_ORG; description=Legal Entity of Organization
S/4HANA,BUT000,LIQUID_DAT,Liquidation date of organization,BU_LIQUID_DAT,,unmapped,true,medium,description_table_context,source=sap_remaining_unmapped; module=S/4HANA; data_element=BU_LIQUID_DAT; description=Liquidation date of organization
S/4HANA,BUT000,XSEXM,Selection: Business partner is male,BU_XSEXM,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=BU_XSEXM; description=Selection: Business partner is male
S/4HANA,BUT000,XSEXF,Selection: Business partner is female,BU_XSEXF,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=BU_XSEXF; description=Selection: Business partner is female
S/4HANA,BUT000,BIRTHPL,Birthplace of business partner,BU_BIRTHPL,TEXT40,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=TEXT40; data_element=BU_BIRTHPL; description=Birthplace of business partner
S/4HANA,BUT000,JOBGR,Occupation/group,BU_JOBGR,BU_JOBGR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_JOBGR; data_element=BU_JOBGR; description=Occupation/group
S/4HANA,BUT000,CNTAX,Obsolete Field,BU_CNTAX,LAND1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=LAND1; data_element=BU_CNTAX; description=Obsolete Field
S/4HANA,BUT000,PERSNUMBER,Person Number,AD_PERSNUM,AD_PERSNUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=AD_PERSNUM; data_element=AD_PERSNUM; description=Person Number
S/4HANA,BUT000,XSEXU,Selection: Sex of business partner is not known,BU_XSEXU,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XFELD; data_element=BU_XSEXU; description=Selection: Sex of business partner is not known
S/4HANA,BUT000,XUBNAME,Obsolete Field,BU_XUBNAME,XUBNAME,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XUBNAME; data_element=BU_XUBNAME; description=Obsolete Field
S/4HANA,BUT000,BU_LANGU,Business partner: Language,BU_LANGU,SPRAS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=SPRAS; data_element=BU_LANGU; description=Business partner: Language
S/4HANA,BUT000,DEATHDT,Date of death of business partner,BU_DEATHDT,DATUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=DATUM; data_element=BU_DEATHDT; description=Date of death of business partner
S/4HANA,BUT000,MEM_HOUSE,Obsolete Field,BU_MEM_HOUSE,DEC2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=DEC2; data_element=BU_MEM_HOUSE; description=Obsolete Field
S/4HANA,BUT000,CHUSR,Last user to change object,BU_CHUSR,USNAM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=USNAM; data_element=BU_CHUSR; description=Last user to change object
S/4HANA,BUT000,PARTNER_GUID,Business Partner GUID,BU_PARTNER_GUID,SYSUUID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=SYSUUID; data_element=BU_PARTNER_GUID; description=Business Partner GUID
S/4HANA,BUT000,TD_SWITCH,Planned Change Documents for Partner Were Converted,BU_TD_SWITCH,CHAR1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=CHAR1; data_element=BU_TD_SWITCH; description=Planned Change Documents for Partner Were Converted
S/4HANA,BUT000,IS_ORG_CENTRE,Indicator: Business Partner Is Also an Organizational Center,BU_IS_ORG_CENTRE,BU_IS_ORG_CENTRE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BU_IS_ORG_CENTRE; data_element=BU_IS_ORG_CENTRE; description=Indicator: Business Partner Is Also an Organizational Center
S/4HANA,BUT000,DB_KEY,UUID in X form (binary),SYSUUID_X,SYSUUID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=SYSUUID; data_element=SYSUUID_X; description=UUID in X form (binary)
S/4HANA,BUT000,NUC_SEC,Nuclear Sector (Indicator),NUC_SEC,XCHAR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=XCHAR; data_element=NUC_SEC; description=Nuclear Sector (Indicator)
S/4HANA,BUT000,PAR_REL,Business Partner Released,BP_PAR_REL,BP_PAR_REL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BP_PAR_REL; data_element=BP_PAR_REL; description=Business Partner Released
S/4HANA,BUT000,KBANKL,Bank Keys,BANKK,BANKK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=BANKK; data_element=BANKK; description=Bank Keys
S/4HANA,MATDOC,KEY1,"Split GUID, Part 1",,,unmapped,true,medium,description_table_context,"source=sap_remaining_unmapped; module=S/4HANA; description=Split GUID, Part 1"
S/4HANA,MATDOC,KEY2,"Split GUID, Part 2",,,unmapped,true,medium,description_table_context,"source=sap_remaining_unmapped; module=S/4HANA; description=Split GUID, Part 2"
S/4HANA,MATDOC,KEY3,"Split GUID, Part 3",,,unmapped,true,medium,description_table_context,"source=sap_remaining_unmapped; module=S/4HANA; description=Split GUID, Part 3"
S/4HANA,MATDOC,KEY4,"Split GUID, Part 4",,,unmapped,true,medium,description_table_context,"source=sap_remaining_unmapped; module=S/4HANA; description=Split GUID, Part 4"
S/4HANA,MATDOC,KEY5,"Split GUID, Part 5",,,unmapped,true,medium,description_table_context,"source=sap_remaining_unmapped; module=S/4HANA; description=Split GUID, Part 5"
S/4HANA,MATDOC,KEY6,"Split GUID, Part 6",,,unmapped,true,medium,description_table_context,"source=sap_remaining_unmapped; module=S/4HANA; description=Split GUID, Part 6"
S/4HANA,MATDOC,RECORD_TYPE,Record Type,NSDM_RECORD_TYPE,NSDM_RECORD_TYPE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=NSDM_RECORD_TYPE; data_element=NSDM_RECORD_TYPE; description=Record Type
S/4HANA,MATDOC,HEADER_COUNTER,Material Document Counter,NSDM_HEADER_COUNTER,NSDM_HEADER_COUNTER,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=NSDM_HEADER_COUNTER; data_element=NSDM_HEADER_COUNTER; description=Material Document Counter
S/4HANA,MATDOC,MATBF,Material in Respect of Which Stock is Managed,MATBF,MATNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=MATNR; data_element=MATBF; description=Material in Respect of Which Stock is Managed
S/4HANA,MATDOC,LIFNR_SID,Supplier for Special Stock,NSDM_LIFNR,LIFNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=LIFNR; data_element=NSDM_LIFNR; description=Supplier for Special Stock
S/4HANA,MATDOC,KUNNR_SID,Customer for Special Stock,NSDM_KUNNR,KUNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=KUNNR; data_element=NSDM_KUNNR; description=Customer for Special Stock
S/4HANA,MATDOC,VBOBJ_SG,SD Document Object,NSDM_VBOBJ,VBOBJ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=S/4HANA; domain=VBOBJ; data_element=NSDM_VBOBJ; description=SD Document Object
