wd_entity,wd_field,wd_type,wd_description
Vaccination_Status_Response_DataType,Vaccination_Status,Vaccination_Status_Get_DataType,Retrieves an instance of Vaccination Status and its associated data.
Vaccination_Event_Type_Request_ReferencesType,Vaccination_Event_Type_Reference,Vaccination_Event_TypeObjectType,The Vaccination Event Type references.
Vaccine_Manufacturer_Request_ReferencesType,Vaccine_Manufacturer_Reference,Vaccine_ManufacturerObjectType,The Vaccine Manufacturer references.
Put_Vaccination_Status_RequestType,Vaccination_Status_Reference,Vaccination_StatusObjectType,Contains the Vaccination Status.
Put_Vaccination_Status_RequestType,Vaccination_Status_Data,Vaccination_Status_DataType,
Vaccine_Get_DataType,Vaccine_Reference,VaccineObjectType,Contains the Vaccine instance and its associated data.
Vaccine_Get_DataType,Vaccine_Data,Vaccine_DataType,
Put_Vaccine_Manufacturer_RequestType,Vaccine_Manufacturer_Reference,Vaccine_ManufacturerObjectType,Contains the Vaccine Manufacturer.
Put_Vaccine_Manufacturer_RequestType,Vaccine_Manufacturer_Data,Vaccine_Manufacturer_DataType,
Get_Vaccination_Event_Types_ResponseType,Request_References,Vaccination_Event_Type_Request_ReferencesType,
Get_Vaccination_Event_Types_ResponseType,Response_Filter,Response_FilterType,
Get_Vaccination_Event_Types_ResponseType,Response_Results,Response_ResultsType,
Get_Vaccination_Event_Types_ResponseType,Response_Data,Vaccination_Event_Type_Response_DataType,
Vaccine_Type_Response_DataType,Vaccine_Type,Vaccine_Type_Get_DataType,Retrieves an instance of Vaccine Type and its associated data.
Vaccine_Type_Request_ReferencesType,Vaccine_Type_Reference,Vaccine_TypeObjectType,Contains references that identify specific Vaccine Type instances.
Vaccination_Status_DataType,Vaccination_Status_ID,string,Contains a unique identifier for an instance of an object.
Vaccination_Status_DataType,Vaccination_Status_Name,string,The name of the worker's vaccination status.
Vaccination_Status_DataType,Vaccine_Type_Reference,Vaccine_TypeObjectType,Contains the Vaccination Status and their associated data.
Vaccination_Status_DataType,Attestation_Text,string,The custom text that workers view when they attest to their Vaccination Status.
Vaccination_Status_DataType,Collect_Vaccine_Detail,boolean,"If true, displays a Vaccination Details section on the Add My Vaccination and Add Vaccination tasks. Enables workers to enter the manufacturer, vaccination event type, and date."
Vaccination_Status_DataType,Fully_Vaccinated,boolean,"If true, the worker is marked as Fully Vaccinated when they select this Vaccination Status."
Vaccination_Status_DataType,Vaccination_Status_Inactive,boolean,"If true, the status is inactivated. You might have downstream impacts if there's existing vaccination data."
Put_Vaccine_Type_RequestType,Vaccine_Type_Reference,Vaccine_TypeObjectType,Contains the Vaccine Type reference.
Put_Vaccine_Type_RequestType,Vaccine_Type_Data,Vaccine_Type_DataType,Contains the Vaccine Type data.
Vaccine_Response_DataType,Vaccine,Vaccine_Get_DataType,
Get_Vaccines_RequestType,Request_References,Vaccine_Request_ReferencesType,
Get_Vaccines_RequestType,Response_Filter,Response_FilterType,
Vaccine_Type_Get_DataType,Vaccine_Type_Reference,Vaccine_TypeObjectType,The Vaccine Type reference.
Vaccine_Type_Get_DataType,Vaccine_Type_Data,Vaccine_Type_DataType,Contains the Vaccine Type data.
Get_Vaccine_Manufacturers_RequestType,Request_References,Vaccine_Manufacturer_Request_ReferencesType,
Get_Vaccine_Manufacturers_RequestType,Response_Filter,Response_FilterType,
Get_Vaccine_Manufacturers_ResponseType,Request_References,Vaccine_Manufacturer_Request_ReferencesType,
Get_Vaccine_Manufacturers_ResponseType,Response_Filter,Response_FilterType,
Get_Vaccine_Manufacturers_ResponseType,Response_Results,Response_ResultsType,
Get_Vaccine_Manufacturers_ResponseType,Response_Data,Vaccine_Manufacturer_Response_DataType,
Put_Vaccine_Manufacturer_ResponseType,Vaccine_Manufacturer_Reference,Vaccine_ManufacturerObjectType,Contains the Vaccine Manufacturer.
Workplace_Test_Result_Request_ReferencesType,Workplace_Test_Result_Reference,Workplace_Test_ResultObjectType,Contains references that identify specific Workplace Test Result instances.
Workplace_Test_Result_Get_DataType,Workplace_Test_Result_Reference,Workplace_Test_ResultObjectType,The Workplace Test Result reference.
Workplace_Test_Result_Get_DataType,Workplace_Test_Result_Data,Workplace_Test_Result_DataType,Contains the Workplace Test Result data.
Get_Workplace_Test_Results_RequestType,Request_References,Workplace_Test_Result_Request_ReferencesType,Contains references that identify specific Workplace Test Result instances.
Get_Workplace_Test_Results_RequestType,Response_Filter,Response_FilterType,
Workplace_Test_Type_Response_DataType,Workplace_Test_Type,Workplace_Test_Type_Get_DataType,Retrieves an instance of Workplace Test Type and its associated data.
Workplace_Test_Type_Get_DataType,Workplace_Test_Type_Reference,Workplace_Test_TypeObjectType,The Workplace Test Type reference.
Workplace_Test_Type_Get_DataType,Workplace_Test_Type_Data,Workplace_Test_Type_DataType,Contains the Workplace Test Type data.
Workplace_Test_Type_Request_ReferencesType,Workplace_Test_Type_Reference,Workplace_Test_TypeObjectType,Contains references that identify specific Workplace Test Type instances.
Put_Workplace_Test_Result_ResponseType,Workplace_Test_Result_Reference,Workplace_Test_ResultObjectType,The Workplace Test Result reference.
Put_Workplace_Test_Type_ResponseType,Workplace_Test_Type_Reference,Workplace_Test_TypeObjectType,The workplace test type for the web service.
Workplace_Test_Type_DataType,Workplace_Test_Type_ID,string,Contains a unique identifier for an instance of an object.
Workplace_Test_Type_DataType,Workplace_Test_Type_Name,string,The name of the type of workplace test.
Workplace_Test_Type_DataType,Workplace_Test_Type_Inactive,boolean,"If true, the type is inactivated. You might have downstream impacts if there's existing workplace test data."
Get_Workplace_Test_Types_RequestType,Request_References,Workplace_Test_Type_Request_ReferencesType,Contains references that identify specific Workplace Test Type instances.
Get_Workplace_Test_Types_RequestType,Response_Filter,Response_FilterType,
Put_Workplace_Test_Result_RequestType,Workplace_Test_Result_Reference,Workplace_Test_ResultObjectType,The workplace test result for the webservice.
Put_Workplace_Test_Result_RequestType,Workplace_Test_Result_Data,Workplace_Test_Result_DataType,Contains the Workplace Test Result data.
Put_Workplace_Test_Type_RequestType,Workplace_Test_Type_Reference,Workplace_Test_TypeObjectType,The workplace test type for the web service.
Put_Workplace_Test_Type_RequestType,Workplace_Test_Type_Data,Workplace_Test_Type_DataType,Contains the Workplace Test Type data.
Workplace_Test_Result_DataType,Workplace_Test_Result_ID,string,Contains a unique identifier for an instance of an object.
Workplace_Test_Result_DataType,Workplace_Test_Result_Name,string,The name of the result of the Workplace Test.
Workplace_Test_Result_DataType,Workplace_Test_Result_Inactive,boolean,"If true, the test result is inactivated. You might have downstream impacts if there's existing workplace test data."
Workplace_Test_Result_DataType,Workplace_Test_Attestation_Text,string,Custom text that workers view when they attest to their workplace test results.
Get_Workplace_Test_Results_ResponseType,Request_References,Workplace_Test_Result_Request_ReferencesType,Contains references that identify specific Workplace Test Result instances.
Get_Workplace_Test_Results_ResponseType,Response_Filter,Response_FilterType,
Get_Workplace_Test_Results_ResponseType,Response_Results,Response_ResultsType,
Get_Workplace_Test_Results_ResponseType,Response_Data,Workplace_Test_Result_Response_DataType,Contains Workplace Test Result data based on the Request References or Request Criteria. The data returned is the current information as of the dates in the response filter.
Get_Workplace_Test_Types_ResponseType,Request_References,Workplace_Test_Type_Request_ReferencesType,
Get_Workplace_Test_Types_ResponseType,Response_Filter,Response_FilterType,
Get_Workplace_Test_Types_ResponseType,Response_Results,Response_ResultsType,
Get_Workplace_Test_Types_ResponseType,Response_Data,Workplace_Test_Type_Response_DataType,Contains Workplace Test Type data based on the Request References or Request Criteria. The data returned is the current information as of the dates in the response filter.
Workplace_Test_Result_Response_DataType,Workplace_Test_Result,Workplace_Test_Result_Get_DataType,Retrieves an instance of Workplace Test Result and its associated data.
Veterans_Preference_Response_GroupType,Include_Reference,boolean,Boolean flag that indicates a reference.
Veterans_PreferenceType,Veterans_Preference_Reference,Veterans_PreferenceObjectType,Veterans Preference Code reference inside the data element.
Veterans_PreferenceType,Veterans_Preference_Data,Veterans_Preference_DataType,
Veterans_Preference_Request_ReferencesType,Veterans_Preference_Reference,Veterans_PreferenceObjectType,A unique identifier used to reference a Veterans Preference Code.
Get_Veterans_Preferences_ResponseType,Request_References,Veterans_Preference_Request_ReferencesType,
Get_Veterans_Preferences_ResponseType,Response_Filter,Response_FilterType,
Get_Veterans_Preferences_ResponseType,Response_Group,Veterans_Preference_Response_GroupType,
Get_Veterans_Preferences_ResponseType,Response_Results,Response_ResultsType,
Get_Veterans_Preferences_ResponseType,Response_Data,Veterans_Preference_Response_DataType,
Put_Veterans_Preference_RequestType,Veterans_Preference_Reference,Veterans_PreferenceObjectType,Veterans Preference Code Reference(instance).
Put_Veterans_Preference_RequestType,Veterans_Preference_Data,Veterans_Preference_DataType,Military Service Preference Code Data element
Veterans_Preference_DataType,ID,string,ID
Veterans_Preference_DataType,Country_Reference,CountryObjectType,Country
Veterans_Preference_DataType,Order,string,Sort Order
Veterans_Preference_DataType,Veterans_Preference_Category,string,Veteran's Preference Category(Name)
Veterans_Preference_DataType,Veterans_Preference_Code,string,Veteran's Preference Code
Veterans_Preference_DataType,Veterans_Preference_Description,string,Veteran's Preference Description
Veterans_Preference_DataType,Inactive,boolean,Inactive
Put_Veterans_Preference_ResponseType,Veterans_Preference_Reference,Veterans_PreferenceObjectType,Veterans Preference Code Reference(Instance).
Veterans_Preference_Response_DataType,Veterans_Preference,Veterans_PreferenceType,Veterans Preference Code Element.
Get_Veterans_Preferences_RequestType,Request_References,Veterans_Preference_Request_ReferencesType,
Get_Veterans_Preferences_RequestType,Response_Filter,Response_FilterType,
Get_Veterans_Preferences_RequestType,Response_Group,Veterans_Preference_Response_GroupType,
National_ID_Type_Cache_Status_Detail_DataType,Cached,boolean,"If true, national IDs of this type will are cached."
National_ID_Type_Cache_Statuses_Request_ReferencesType,National_ID_Type_Reference,National_ID_TypeObjectType,A reference to the ID of the national ID type.
Get_National_ID_Type_Cache_Statuses_RequestType,Request_References,National_ID_Type_Cache_Statuses_Request_ReferencesType,
Get_National_ID_Type_Cache_Statuses_RequestType,Response_Filter,Response_FilterType,
National_ID_Type_Cache_Status_Get_DataType,National_ID_Type_Reference,National_ID_TypeObjectType,The ID of the national ID Type.
National_ID_Type_Cache_Status_Get_DataType,National_ID_Type_Cache_Status_Data,National_ID_Type_Cache_Status_Detail_DataType,
National_ID_Type_Cache_Status_Response_DataType,National_ID_Type_Cache_Status,National_ID_Type_Cache_StatusType,
Put_National_ID_Type_Cache_Status_ResponseType,National_ID_Type_Reference,National_ID_TypeObjectType,A reference to the updated national ID type.
Put_National_ID_Type_Cache_Status_ResponseType,Exceptions_Response_Data,Application_Instance_Related_Exceptions_DataType,
Put_National_ID_Type_Cache_Status_RequestType,National_ID_Type_Cache_Status_Data,National_ID_Type_Cache_Status_Get_DataType,
Get_National_ID_Type_Cache_Statuses_ResponseType,Request_References,National_ID_Type_Cache_Statuses_Request_ReferencesType,
Get_National_ID_Type_Cache_Statuses_ResponseType,Response_Filter,Response_FilterType,
Get_National_ID_Type_Cache_Statuses_ResponseType,Response_Results,Response_ResultsType,
Get_National_ID_Type_Cache_Statuses_ResponseType,Response_Data,National_ID_Type_Cache_Status_Response_DataType,
Military_Discharge_Type_Response_DataType,Military_Discharge_Type,Military_Discharge_TypeType,Military Discharge Type
Get_Military_Discharge_Types_ResponseType,Request_References,Military_Discharge_Type_Request_ReferencesType,Military Discharge Type Request References
Get_Military_Discharge_Types_ResponseType,Request_Criteria,Military_Discharge_Type_Request_CriteriaType,Military Discharge Type Request Criteria
Get_Military_Discharge_Types_ResponseType,Response_Filter,Response_FilterType,
